brand,nama_produk,username,star,date,comment,sentiment,confidence_sentiment_score,aspect_sentiments,Keywords Tags
puma,PUMA Men's Viz Runner Cross-trainer,Shakedown,2,4-Apr-23,good looking shoes comfortable and true to size had for just over months havent even broken in yet and seems are coming apart been wearing for workouts wore for a full yesterday and now i have broken seems,positif,0.73694098,"{'comfort': 'positive', 'quality': 'positive'}","['broken', 'yesterday', 'workouts', 'havent', 'coming', 'apart', 'wore', 'months', 'true', 'looking']"
puma,PUMA Men's Viz Runner Cross-trainer,M,2,3-Sep-23,after about week the seams on the sole started to split had to use crazy glue to keep them together,neutral,0.613686383,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['split', 'crazy', 'seams', 'glue', 'started', 'week', 'use', 'sole']"
puma,PUMA Men's Viz Runner Cross-trainer,LUIS SOLIS,2,27-Aug-24,i have had time buying these models since they are good and comfortable but this time they came to me in another color that i ordered it wasnt what i wanted,negatif,0.497345954,"{'comfort': 'positive', 'quality': 'negative'}","['time', 'models', 'wasnt', 'buying', 'wanted', 'came', 'color', 'ordered', 'good', 'comfortable']"
puma,PUMA Men's Viz Runner Cross-trainer,Nelly I.,2,28-Apr-24,i didnt like that they sent me others that i didnt ask for it was a birthday present but the party liked it thats why i dont return it i ordered in red and black it arrived in white and black,negatif,0.663465619,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['black', 'didnt', 'party', 'present', 'ask', 'birthday', 'red', 'liked', 'sent', 'thats']"
puma,PUMA Men's Viz Runner Cross-trainer,Muy mala calidad y pides el reembolso y se quedan con más de la mitad de tu dinero,1,18-Dec-24,the truth is a bad experience,negatif,0.896314085,{'quality': 'negative'},"['truth', 'experience', 'bad']"
puma,PUMA Men's Viz Runner Cross-trainer,Michael Cantrell,1,26-May-23,absolutely worst shoe ive ever had love pumas but these were literally unbearable to wear at first they seem cloud like in padding but after mins you wil start to feel your feet ache from there it progresses to agonyi saw similar reviews and tossed it up to poor sizing or fitment dont make the mistake of buying these,negatif,0.981020391,"{'comfort': 'negative', 'quality': 'negative'}","['agonyi', 'mins', 'progresses', 'fitment', 'tossed', 'unbearable', 'wil', 'ache', 'mistake', 'cloud']"
puma,PUMA Men's Viz Runner Cross-trainer,David Taroli,1,31-Jan-24,my shoe size varies from to the size recommended by amazon was and it was still too small,negatif,0.629084706,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['varies', 'recommended', 'size', 'amazon', 'small', 'shoe']"
puma,PUMA Men's Viz Runner Cross-trainer,udo,1,7-Nov-23,these shoes are obviously seconds or rejects the heel is tilted crooked in relation to the sole of the shoe feels like im going to fall over wearing this garbage,negatif,0.974301457,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['relation', 'tilted', 'rejects', 'seconds', 'crooked', 'garbage', 'obviously', 'fall', 'feels', 'going']"
puma,PUMA Men's Viz Runner Cross-trainer,Lena,1,2-Oct-23,poorly made you can see that there is a bubble which will easily tear soon ordered a second set same bad quality another bubble,negatif,0.931555629,"{'design': 'negative', 'quality': 'negative'}","['bubble', 'set', 'poorly', 'tear', 'soon', 'easily', 'second', 'bad', 'ordered', 'quality']"
puma,PUMA Men's Viz Runner Cross-trainer,Anthony,1,29-Aug-23,must be the shoes the quality control department rejected the markings on the shoes do not match and they actually look like to different shoes,negatif,0.809195042,"{'design': 'negative', 'quality': 'negative'}","['markings', 'rejected', 'department', 'control', 'shoes', 'match', 'actually', 'different', 'quality', 'look']"
puma,PUMA Men's Viz Runner Cross-trainer,John,1,28-Oct-23,looks good but will mess up ur knees back and hipe,negatif,0.479867846,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['hipe', 'mess', 'knees', 'ur', 'looks', 'good']"
puma,PUMA Men's Viz Runner Cross-trainer,Craig S. Potter,1,14-Aug-23,after st wear developed crease in front part of shoe wont go away,neutral,0.561177671,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['crease', 'developed', 'st', 'away', 'wont', 'wear', 'shoe']"
puma,PUMA Men's Viz Runner Cross-trainer,Muhannad Alsabbagh,1,26-May-23,it causes me pain after a long walk,negatif,0.960315108,"{'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['causes', 'pain', 'walk', 'long']"
puma,PUMA Men's Viz Runner Cross-trainer,Bob,1,27-Mar-22,worst shoe ever the orthotic has a very thick pad under the front of the foot making the shoe an empty shell if you try to replace her orthotic since there is no suck orthotic like it anywhere absolutely the worst designed sneaker ever do not ever buy this shoe puma customer service is the absolute worst you can only email them and then they email back and say no to everything,negatif,0.981497288,"{'design': 'negative', 'quality': 'negative'}","['orthotic', 'worst', 'email', 'shoe', 'pad', 'suck', 'shell', 'absolute', 'customer', 'designed']"
puma,PUMA Men's Viz Runner Cross-trainer,Buen producto se los recomiendo,1,11-Nov-24,very badly i returned the order because it was uncovered and it turns out that they are going to reimburse me but pesos less when i am not to blame for the handling of the product i will never buy terrible things again and no one can solve,negatif,0.960642278,"{'comfort': 'negative', 'price': 'negative', 'quality': 'negative'}","['pesos', 'uncovered', 'handling', 'reimburse', 'solve', 'blame', 'turns', 'badly', 'things', 'terrible']"
puma,PUMA Men's Viz Runner Cross-trainer,Amazon Customer,1,23-Feb-24,cheap materials used shoes dog fecal in treads different sized shoes one one came in the box,neutral,0.810046375,"{'price': 'negative', 'quality': 'negative'}","['fecal', 'treads', 'dog', 'materials', 'sized', 'cheap', 'used', 'different', 'came', 'shoes']"
puma,PUMA Men's Viz Runner Cross-trainer,Gabo,1,23-Oct-24,play video they broke down and didnt even have a month of use i bought the same model in october thinking that they would have the same quality but no what a disappointment the worst thing is that ive been using it for a month and a half and they havent made the refund,negatif,0.973578215,{'quality': 'negative'},"['month', 'october', 'disappointment', 'thinking', 'video', 'worst', 'play', 'broke', 'havent', 'refund']"
puma,PUMA Men's Viz Runner Cross-trainer,Steffen F.,1,17-Nov-22,absolute cheekiness to ship such shoes at full price these shoes are definitely not new and have already been worn not even worth a star shoes are damaged go back then plus return costs absolute fraud for me,negatif,0.958770514,"{'price': 'negative', 'quality': 'negative'}","['absolute', 'cheekiness', 'fraud', 'costs', 'ship', 'shoes', 'damaged', 'plus', 'star', 'worth']"
adidas,adidas Men's Grand Court 2.0,TheConsultant,5,12-Dec-24,the adidas mens grand court sneakers are a perfect blend of style and comfort the classic design with subtle adidas branding makes them versatile enough to pair with casual or sporty outfits and they have a timeless look that never goes out of fashion the cushioning provides excellent comfort making these sneakers great for allday wear the fit is true to size and the build quality feels solid and durable whether for running errands casual outings or light activities these shoes perform exceptionally well hi,positif,0.984122157,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['casual', 'comfort', 'adidas', 'perform', 'allday', 'exceptionally', 'branding', 'blend', 'build', 'outings']"
adidas,adidas Men's Grand Court 2.0,Chris Ford,5,28-May-24,i purchased these on sale to see how they compared to the adidas superstars my favorite shoes considering the price difference and the fact they resemble each other i wanted them to be durable enough to justify the price and that were at a price point that i wont mind replacing them when need be assuming i liked them i believe i got exactly what i wanted i dont know how likely i am to buy another pair given they are not going to make me stop wearing my superstars but they seek impressive for the sale price ,positif,0.714031577,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['superstars', 'price', 'sale', 'wanted', 'resemble', 'seek', 'impressive', 'assuming', 'justify', 'replacing']"
adidas,adidas Men's Grand Court 2.0,Daniel-in-Texas,5,6-Oct-24,the color is great they function well and have outstanding durability they fit perfectly theyre lightweight and all around comfortable great value for the price five stars,positif,0.985031962,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['function', 'outstanding', 'durability', 'great', 'value', 'lightweight', 'stars', 'perfectly', 'theyre', 'price']"
adidas,adidas Men's Grand Court 2.0,Kevin Arut,5,9-Dec-24,they are very soft look nice and are great value,positif,0.981832743,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['value', 'soft', 'nice', 'look', 'great']"
adidas,adidas Men's Grand Court 2.0,Nathan Richardson,5,21-Nov-24,these adidas grand court s are the goat of casual sneakers theyre so comfortable im convinced they were designed by a team of scientists who spent years studying clouds and pillows i could walk across an entire airport in these without breaking a sweator a blister style oh theyve got it these shoes are so clean and classic they make me feel like i should be in a vintage adidas ad casually sipping a cappuccino while looking effortlessly cool i wore them to brunch the gym and to work and somehow they fit ever,positif,0.980989635,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['brunch', 'cappuccino', 'goat', 'scientists', 'sipping', 'studying', 'sweator', 'adidas', 'airport', 'effortlessly']"
adidas,adidas Men's Grand Court 2.0,college student,5,23-Sep-24,i bought the adidas mens grand court shoes for my husband and he loved them the classic design is stylish and versatile making them perfect for both casual and slightly dressier occasions the cushioning provides great comfort for allday wear and the fit is true to size i appreciate the quality materials used they feel durable and wellmade the rubber outsole offers good traction which is a plus for everyday use highly recommend them,positif,0.988144398,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['dressier', 'allday', 'offers', 'outsole', 'wellmade', 'appreciate', 'occasions', 'provides', 'traction', 'court']"
adidas,adidas Men's Grand Court 2.0,Earl Porter,5,14-Dec-24,decent shoe had them for about months now and still comfortable size was as expected,positif,0.766069412,"{'comfort': 'positive', 'quality': 'positive'}","['decent', 'months', 'expected', 'comfortable', 'shoe', 'size']"
adidas,adidas Men's Grand Court 2.0,Michael M.,5,10-Dec-24,cant beat these classic shoes great for walking and comfortable,positif,0.959924102,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['beat', 'classic', 'walking', 'great', 'comfortable', 'shoes']"
adidas,adidas Men's Grand Court 2.0,Ian,5,12-Dec-24,do i need to say more comfortable durable and stylish,neutral,0.664204419,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['durable', 'stylish', 'need', 'say', 'comfortable']"
adidas,adidas Men's Grand Court 2.0,Mia,5,10-Dec-24,how beautiful these shoes are and good quality,positif,0.985048592,"{'design': 'positive', 'quality': 'positive'}","['beautiful', 'quality', 'good', 'shoes']"
adidas,adidas Men's Grand Court 2.0,Jmahl,5,5-Dec-24,nice shoe but they run small by about a half size at least in my case,neutral,0.520613134,"{'comfort': 'negative', 'quality': 'negative'}","['case', 'run', 'half', 'small', 'nice', 'shoe', 'size']"
adidas,adidas Men's Grand Court 2.0,Amazon Customer,5,2-Dec-24,i like the style there very comfortable nice support and i walk all the time with them on,positif,0.973623753,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['walk', 'style', 'support', 'nice', 'time', 'like', 'comfortable']"
adidas,adidas Men's Grand Court 2.0,Chucho,5,7-Dec-24,i like the shoes a lot they are very nice,positif,0.987999439,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['lot', 'nice', 'like', 'shoes']"
adidas,adidas Men's Grand Court 2.0,Amazon Customer,5,11-Dec-24,fast shipping nice shoe,positif,0.854532838,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['fast', 'shipping', 'nice', 'shoe']"
adidas,adidas Men's Grand Court 2.0,Sarita M.,5,8-Dec-24,they are nice and comfortable good price,positif,0.973317742,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['price', 'nice', 'good', 'comfortable']"
adidas,adidas Men's Grand Court 2.0,Rene,5,5-Dec-24,very satisfied with the product,positif,0.952190638,"{'comfort': 'positive', 'quality': 'positive'}","['satisfied', 'product']"
adidas,adidas Men's Grand Court 2.0,jay,5,4-Dec-24,great quality fits like a glove very well made,positif,0.964402676,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['glove', 'fits', 'quality', 'great', 'like']"
adidas,adidas Men's Grand Court 2.0,Juan Leopoldo Alvarez,5,29-Nov-24,as in the presentation comfortable and durable,neutral,0.53046602,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['presentation', 'durable', 'comfortable']"
adidas,adidas Men's Grand Court 2.0,daisy gonzalez,5,29-Nov-24,beautiful and comfortable,positif,0.954036713,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['beautiful', 'comfortable']"
adidas,adidas Men's Grand Court 2.0,devin,5,21-Nov-24,well made and great price very happy,positif,0.984899104,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['happy', 'price', 'great']"
adidas,adidas Men's Grand Court 2.0,Satisfies. It was better than expected.,5,18-Nov-24,everything good,positif,0.880323946,{'quality': 'positive'},['good']
adidas,adidas Men's Grand Court 2.0,fernando,5,7-Nov-24,the fit was perfect they look is amazing the leather quality is good,positif,0.985635996,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['amazing', 'leather', 'perfect', 'quality', 'look', 'good', 'fit']"
adidas,adidas Men's Grand Court 2.0,John Wallace,5,14-Nov-24,love these so comfy,positif,0.985517681,"{'comfort': 'positive', 'quality': 'positive'}","['comfy', 'love']"
adidas,adidas Men's Grand Court 2.0,Trisha Ledger,5,9-Nov-24,i love these shoes so much theyre super comfy,positif,0.991064668,"{'comfort': 'positive', 'quality': 'positive'}","['comfy', 'super', 'theyre', 'love', 'shoes']"
adidas,adidas Men's Grand Court 2.0,Adrian Padilla,5,3-Nov-24,awesome shoes great quality fast shipping great price,positif,0.973329127,"{'price': 'positive', 'quality': 'positive'}","['great', 'awesome', 'fast', 'shipping', 'price', 'quality', 'shoes']"
adidas,adidas Men's Grand Court 2.0,Tony A,5,28-Oct-24,love how it fits and so cool,positif,0.988109648,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['cool', 'fits', 'love']"
adidas,adidas Men's Grand Court 2.0,C.P.,5,26-Oct-24,i have order different pairs of shoes in the last two weeks these are the most comfortable,positif,0.960835814,"{'comfort': 'positive', 'quality': 'positive'}","['weeks', 'pairs', 'different', 'order', 'comfortable', 'shoes']"
