social_media_post_id,platform,post_date,post_text,engagement_count,reach_count,hashtags,trend_score,brand,collabs,collabs_status,jenis_konten
141,Instagram,2024-11-01,Beat today hard represent. Fine customer order matter during avoid what.,98166,760161,"{#study,#from}",46.7,Reebok,,,Video
142,Instagram,2024-03-21,"Hot season according most executive soldier manager. Race identify card buy fact wall PM miss.
Off goal certainly usually minute who wind. Respond maintain American new sense be gas.",5683,848661,{#road},56.0,Adidas,@Rodriguez Inc,Ada,Image
143,TikTok,2024-06-16,"Protect central throw describe interview. So owner trouble without movement.
Toward want drug loss participant president. Discuss true whose view three stay cause success. Fire wish mission.",5464,545585,"{#employee,#analysis,#fund}",7.0,Puma,@Frank and Sons,Ada,Video
144,TikTok,2024-08-15,"Through other so kitchen. Board despite painting full officer change.
Practice increase ready senior million. Professor true most draw end year capital. After adult guess region country.",78409,220128,"{#provide,#conference,#care,#south}",15.9,Nike,,,Image
145,Instagram,2024-11-10,"Door century short today agency develop. But child reason six.
Job before since. Their wait poor blue lose.
Old most decide business body ability.",75069,198318,{#white},50.3,Converse,@Carpenter Group,Ada,Image
146,TikTok,2024-12-07,"Rock another himself writer night gun candidate. Property would go. Choose short employee.
Service through key attack wrong. Soldier court environment student sport Congress morning.",37195,317470,"{#once,#thought,#send,#quickly}",77.0,Nike,@Ramirez-Butler,Ada,Video
147,Instagram,2024-04-30,"Change concern word fight daughter. Cover trip standard move stock lose understand. Teacher system at of result real find.
Newspaper them trade nice. Stuff media prepare.",99746,605318,"{#thus,#per,#build,#country,#along}",20.3,Reebok,"@Pineda, Hines and Krueger",Tidak Ada,Image
148,TikTok,2024-06-23,Group prove half effort investment individual wife. Top room between age. Room design understand easy prove than authority.,98016,710906,"{#fast,#grow,#call,#play,#city}",62.9,Adidas,@Houston Inc,Tidak Ada,Video
149,Instagram,2024-12-14,Always message beautiful single cup. Business oil house save call responsibility relate. He share very American southern whatever fact.,26447,637792,"{#because,#son}",88.3,Converse,,,Video
150,Instagram,2024-07-18,Paper himself tax as I sit their. Machine company at.,30641,760004,"{#dark,#finish,#to,#return,#require}",0.5,Nike,,,Video
151,TikTok,2024-05-16,According establish thing. Meet safe suggest second film let. Exactly heavy sound throughout land section summer.,52335,790030,"{#other,#money,#nation,#program,#fact}",30.6,Puma,,,Video
152,TikTok,2024-10-16,Teacher whom top. Participant add parent.,36220,286953,{#power},22.4,Converse,,,Image
153,TikTok,2024-02-19,Discussion these role scientist television. According become right compare road total. Same animal PM instead maybe push.,14532,291769,"{#guess,#defense,#hot,#course}",93.2,Puma,,,Video
154,Instagram,2024-04-08,Little evidence soldier science name left executive. Environment manager value husband relate local. See work peace idea government.,87899,237498,"{#song,#whole,#institution,#hair}",90.4,Converse,@Robinson Inc,Tidak Ada,Video
155,TikTok,2024-01-18,Son history when might tough parent. Game memory important career. Political yard event billion total reality enjoy song. Middle dinner environment price yeah worker.,36535,199235,"{#into,#only,#eye,#next,#last}",62.9,Adidas,"@Liu, Yang and Molina",Ada,Image
156,Instagram,2024-03-17,Room class where item once consider traditional member. Should do pay hold discover. Along property instead good generation.,35549,527693,"{#should,#list,#within}",84.1,Puma,,,Video
157,TikTok,2024-12-23,"Central little treatment difficult spring agent. Inside your mind yes age happen.
Two war star control coach action. Popular myself deal down serious three authority.",78906,417629,"{#them,#gun,#take,#somebody,#arm}",24.1,Reebok,"@Haney, Kelley and Gonzalez",Tidak Ada,Image
158,TikTok,2024-02-21,Ask someone media reduce even others citizen. Provide source someone bring.,28621,311560,"{#their,#involve,#strong}",62.0,Reebok,@Rodriguez Ltd,Tidak Ada,Image
159,Instagram,2024-08-29,"New better pay sound cut. Agree occur place while. Subject strategy station audience never happy.
Book those and decade quality. First accept some wonder environmental ask thus.",58085,645045,"{#trouble,#simply}",38.5,Nike,"@Rhodes, Bennett and Brown",Tidak Ada,Image
160,Instagram,2024-05-27,Would significant law into include. Know watch little easy space lose wear surface. Suffer understand like foreign.,10617,684296,"{#successful,#pattern,#certainly,#get}",93.3,Adidas,,,Video
161,TikTok,2024-06-22,"Fall indicate leave interview production west.
Interest course first never school garden organization. Need official table certainly long. Myself able us house form.
Space much red enter laugh win.",61082,529318,"{#four,#court,#nature,#participant}",66.2,Nike,"@Williams, Hunt and Patterson",Tidak Ada,Video
162,TikTok,2024-12-24,"Including against month. Street in agree vote.
Fear raise young know. Of book happy pretty modern agent third note.
Stuff very enough kind win new. Later back several box particular.",93195,619927,{#cover},25.8,Converse,,,Image
163,TikTok,2024-04-29,Cut none pick example behind especially today. Central dinner five interest executive anything certainly deal. Tax hour street measure feel kind.,61734,827324,"{#dark,#drug,#Mr,#suddenly}",78.4,Adidas,,,Video
164,TikTok,2024-11-26,Market new staff treat sign large key. Almost door car least course scientist perhaps long. City whole language nearly recent street.,11402,72691,"{#trip,#deep,#although,#some}",69.1,Puma,,,Video
165,TikTok,2024-08-04,Fine art far somebody because. Second throughout employee church source morning. Feeling feeling grow other.,2699,572669,"{#read,#must,#parent,#long,#customer}",77.0,Converse,,,Image
166,Instagram,2024-04-09,"Including bar success general keep very real here.
Bit everything there gas population. Item social design.",27534,80796,"{#stuff,#price}",15.4,Converse,,,Video
167,TikTok,2024-11-04,"Fear after fish main like.
From final far throw. Seem allow central site voice.",45441,338699,"{#ready,#must,#treat}",90.8,Adidas,,,Image
168,Instagram,2024-03-09,International character I operation. Member collection open soon.,75305,642094,"{#so,#employee,#clearly,#others,#can}",100.0,Nike,,,Video
169,Instagram,2024-05-11,Red since school approach. Feel enter low travel close fear.,99669,297043,"{#name,#hand,#catch,#ask,#make}",82.6,Nike,,,Video
170,TikTok,2024-02-05,"Site customer you administration surface despite. After why bit run.
Idea center simple speak society. All strategy international very anyone card. Toward arm check real necessary pass style.",2047,335464,"{#describe,#character,#research,#institution}",52.2,Nike,,,Video
171,Instagram,2024-04-04,Recognize attorney anyone sort language science sell hotel. Size establish truth you pretty example follow.,62996,324256,"{#manage,#cover,#process}",58.5,Reebok,@Wade-Hill,Tidak Ada,Video
172,Instagram,2024-05-07,"Interview him ask. Vote increase great message.
Life line now clear any TV. Husband stand need.
Who serve make brother our catch. Dream as save quality. Ok thing off effect whatever may give step.",48990,108543,"{#program,#really,#show}",59.9,Puma,@Hall-Ray,Ada,Video
173,TikTok,2024-12-21,"Thus firm decision only discussion. If few pattern. Best concern young run. Wide teacher over woman produce.
Condition blood material. Yet fact challenge add. Later this firm center movement child.",66962,528856,"{#happy,#cut}",59.6,Adidas,"@Estrada, Harmon and Valdez",Tidak Ada,Video
174,TikTok,2024-01-09,Adult system still measure score couple. Charge explain miss common arm goal process strategy. Listen begin stage play health above others. Wrong left never once mother resource material.,77676,898004,"{#professional,#road,#attack}",78.2,Reebok,,,Video
175,Instagram,2024-06-12,Government among box enough finish many hold top. Operation actually ready develop. Check win country should boy final.,38609,83420,"{#include,#begin,#radio}",46.9,Nike,,,Video
176,TikTok,2024-05-03,"Nature again final page serious. Instead skin easy home whose coach. That southern scientist.
Chance although challenge month economy. Which door recent take structure have decade.",56045,946239,"{#especially,#main,#sell,#article}",68.8,Reebok,,,Image
177,Instagram,2024-09-10,"Hope want treatment example mean bar environment. Executive let man support.
Treatment before station wide. Career blood yard style evidence. Small smile ten represent.",33716,720485,"{#factor,#generation,#cup,#billion}",6.9,Nike,@Sampson-Martinez,Tidak Ada,Image
178,Instagram,2024-05-19,Phone so why development attention. Example resource ask military. Tell site according case recent.,11780,389412,"{#table,#home,#do,#throughout,#inside}",85.2,Nike,@Cook-Cannon,Ada,Video
179,TikTok,2024-06-13,"Control listen brother deal we unit century. Step suggest establish. Safe third technology whether follow nearly.
Represent management three newspaper able security. Factor ago half move billion.",86963,344050,"{#service,#again,#feeling}",82.9,Adidas,,,Video
180,TikTok,2024-01-22,"Town some effort fall. Century food on certainly part move according.
Most throughout force appear. Yet bad process language. Tax thank both alone do available also.",17765,905185,"{#action,#reveal,#evidence,#along,#many}",45.7,Reebok,,,Image
181,TikTok,2024-08-13,Machine entire executive suggest light draw form. Pattern before administration guess education wife indicate present.,218,504409,{#total},72.0,Converse,@Price LLC,Tidak Ada,Image
182,TikTok,2024-03-09,"Model eat well then. Try particularly fund order. Lot half here.
Finally detail military very foot. Attention their hear only.
Author whom push environment.",54412,966522,"{#fine,#direction,#senior,#keep}",47.2,Reebok,,,Video
183,Instagram,2024-05-10,"Compare phone table add. Deal authority move safe affect.
Education according Republican company. Window democratic parent behavior.",99550,388349,{#sister},77.9,Nike,,,Video
184,Instagram,2025-01-08,Rate magazine issue piece education make. Personal family reflect relationship stop trial.,41966,207319,"{#myself,#despite,#age,#make,#chair}",80.7,Adidas,,,Image
185,Instagram,2024-07-08,Give turn stuff against say section. Case memory receive relationship garden.,25098,394737,{#size},73.5,Puma,,,Image
186,Instagram,2024-10-08,"Go government act hundred our realize then.
Light once effect both study north type. Relationship future can try sing including old. Across guy four stock gas chair.",3274,180830,"{#realize,#worry,#society,#town}",8.1,Puma,@Steele and Sons,Ada,Video
187,TikTok,2024-06-27,Save may quite bag either identify. Agree what take husband fine laugh. Federal less owner partner actually maybe.,34287,920702,"{#attorney,#continue,#thousand,#support,#quickly}",13.5,Nike,,,Video
188,TikTok,2024-06-21,"Why analysis court character firm various boy difficult. Story travel maybe evening share glass. Decade event treat control movement.
Statement require performance ok.",27492,428884,{#by},2.1,Converse,,,Image
